aircraft_id,age_y,total_parking_minutes,metar_temperature_c,metar_relative_humidity,metar_dew_point_c,metar_wind_speed_kn,metar_visibility_mi,metar_hour_precipitation,sea_salt_aerosol_003_05_mixing_ratio,sea_salt_aerosol_05_5_mixing_ratio,sea_salt_aerosol_5_20_mixing_ratio,dust_aerosol_003_055_mixing_ratio,dust_aerosol_055_09_mixing_ratio,dust_aerosol_09_20_mixing_ratio,hydrophilic_organic_matter_aerosol_mixing_ratio,hydrophobic_organic_matter_aerosol_mixing_ratio,hydrophilic_black_carbon_aerosol_mixing_ratio,hydrophobic_black_carbon_aerosol_mixing_ratio,sulphate_aerosol_mixing_ratio,ethane,c3h8,isoprene,carbon_monoxide_mass_mixing_ratio,ozone_mass_mixing_ratio,h2o2,formaldehyde,hno3,nitrogen_monoxide_mass_mixing_ratio,nitrogen_dioxide_mass_mixing_ratio,oh,organic_nitrates,specific_humidity,sulphur_dioxide_mass_mixing_ratio,temperature
d2fe0c,5.5,29658.309935897436,16.83353498627765,64.27789266821165,9.27652688319898,7.168525963496122,6.121146242879931,0.0,4.901602190714726e-11,4.105842000638608e-09,1.3539195061418395e-09,8.682233611806485e-10,1.6010043906342973e-09,1.7187028729587864e-09,5.387791377142333e-09,2.7797908907924394e-09,1.841615150696217e-10,2.3141901473412556e-10,2.3811927550532155e-09,6.075484315530244e-10,3.8303447977283177e-10,2.179354549455374e-09,1.5549524379578829e-07,6.146910280356452e-08,5.129461848388037e-10,1.4632363541844373e-09,9.611928730860833e-10,8.274470663344251e-10,6.4292158553480694e-09,2.872623401390967e-14,1.4031502752517369e-09,0.009160147518235849,3.108296954347786e-09,290.5803611976006
d30b32,5.6666666666667425,33387.12616033755,17.048634339833146,72.57941295022535,11.679266653884124,8.847229383774224,5.905481922454222,2.4191802573166846e-05,9.214480005635297e-11,7.65623130738397e-09,3.796096869978562e-09,5.424092670962899e-10,9.758011489794891e-10,9.622426254401484e-10,1.0059857350708924e-08,5.880908148102486e-09,4.0884281122201213e-10,5.865834543774274e-10,3.297632934622689e-09,9.028228911339619e-10,6.004521828865619e-10,2.9911809366223826e-09,1.9922291382972882e-07,5.80456241738183e-08,4.81342412094804e-10,1.919376383751095e-09,1.2758777704023416e-09,4.015790602750913e-09,1.2734455633214243e-08,3.685240913341053e-14,1.9420830443555686e-09,0.009869189896382273,8.32435801899488e-09,289.3257046009983
d3176c,5.833333333333409,33419.214018691586,16.60000321531917,71.5119796026452,11.010720042698551,8.935045832566383,5.93858544714619,2.1406590474658895e-05,9.922181401252227e-11,8.264636341517287e-09,4.308291574905306e-09,5.224288776031323e-10,9.438724789074938e-10,8.809474091571583e-10,7.870962496855992e-09,4.014691751973561e-09,3.765388714946106e-10,4.88571995344331e-10,3.027036188360051e-09,6.862975698424506e-10,5.276023450657036e-10,2.96764904745833e-09,1.6848022910511954e-07,5.837576053492558e-08,4.608552545319109e-10,1.7653475487520007e-09,1.2151678548235927e-09,1.89396264421823e-09,1.2039662557114124e-08,3.710739655734265e-14,1.9807128233075595e-09,0.009577193963253492,5.815115324203829e-09,288.842047530333
d34bbc,3.750000000000076,38602.905138888884,23.457734628869915,76.37483855038201,18.694784805171853,8.48442774130936,5.610434395588434,0.0,1.3564385380204237e-10,1.127516479387946e-08,7.1171880030966066e-09,4.3925908872443256e-10,8.028630136168638e-10,6.296395095148018e-10,1.8405496864033922e-08,1.2699763715741158e-08,5.940434967457764e-10,1.0671249480743767e-09,7.391321119177758e-09,1.7959768207652018e-09,1.0830540711213366e-09,3.8959923081654115e-09,2.928204684251362e-07,6.846119079590897e-08,9.499432081052975e-10,3.3310150474627455e-09,4.322232805945955e-09,5.315185111553078e-09,1.940411002061398e-08,5.977574337818487e-14,3.5273136783996468e-09,0.013749292660385203,1.7746744731027055e-08,294.68248277530694
d36ff9,5.8333333333332575,31699.578205128204,12.385493404538327,74.91003693784239,7.327350624821852,6.311502991339904,5.587285574178746,0.0,5.353860295165909e-11,4.518823342272567e-09,1.5421367704428581e-09,4.971114311023851e-10,9.378257629006622e-10,1.0279084100109469e-09,6.35029571099988e-09,3.607879317662689e-09,1.7604727494515047e-10,1.780020874305469e-10,1.7323350025724377e-09,6.235323865430732e-10,8.204270255705724e-10,2.5478372332737733e-09,1.6901168296400546e-07,4.645650496093759e-08,3.794028088169978e-10,1.5871830631790707e-09,7.037005732149837e-10,1.5772629609730313e-09,9.627644200635802e-09,2.6634699798486427e-14,1.4346542320407501e-09,0.006945311243379585,4.733686741882843e-09,285.273798783697
d390a2,5.75,29536.058812260537,12.020439117866761,80.13113763244837,8.289057988726505,7.564413945979324,5.789957924082324,0.0,1.697824510196056e-10,1.4401272696984762e-08,6.326060224848722e-09,2.3107391607696052e-10,4.3793198147405755e-10,4.6387829295838875e-10,4.4721888977651525e-09,2.1806258657953662e-09,1.554549544558789e-10,1.2259269359272122e-10,1.1319836159008803e-09,5.323075035229332e-10,5.835606477121297e-10,7.646516938584553e-10,1.3936649831363289e-07,4.8888435029836183e-08,3.377385488035573e-10,9.079689346427969e-10,7.612244660382342e-10,2.1912834173365916e-09,1.0905272987764032e-08,2.424631322153014e-14,8.076866614666276e-10,0.007223989209791821,1.9334202219688854e-09,285.1202338135874
d3a837,5.9999999999999245,31133.76688311688,15.820339679913861,79.03781024333495,11.868118009891703,8.785793414298745,6.017502974200271,0.0,2.6142353046448096e-10,2.205446949686889e-08,1.0739474543292344e-08,5.554202711953452e-11,1.0563768413415292e-10,1.4000059132873387e-10,1.803250145416698e-09,9.51720835091641e-10,6.140558778687387e-11,7.060883469292225e-11,1.1515309671567553e-09,2.956041759012714e-10,1.666181877470613e-10,3.833354933115837e-09,6.91110947528849e-08,4.405772041273199e-08,3.118755594217442e-10,8.437941239584596e-10,1.8689693155772422e-10,7.352283112145135e-10,3.501877102651038e-09,1.8314378311733297e-14,5.247074460807293e-10,0.008785520901499314,1.6120026517535427e-09,289.08654266140513
d3b90d,5.666666666666667,25817.567637540455,7.465480262458899,27.138174846724784,5.112520752825956,6.941067745148971,9.377472331785492,0.007303119653656066,6.221428305437201e-11,5.074707731458075e-09,1.897243577033924e-09,5.528075624379858e-10,9.747844641205459e-10,4.068209036078612e-10,6.608664946504994e-09,3.7217842407988913e-09,2.0657041447734412e-10,2.2620220962018534e-10,1.8725515755259063e-09,6.184559514513738e-10,3.728627612186538e-10,5.464566485882972e-09,1.5621219403354747e-07,5.441653756602677e-08,7.288868031786825e-10,2.0656507164097455e-09,1.1378851435423591e-09,1.2577520541083083e-09,1.0382847518697305e-08,4.0244016313532025e-14,1.6400036047205744e-09,0.010859760812299573,4.853524130496988e-09,291.9524360558864
d3dbc6,5.666666666666667,36332.01746987952,17.52396868447086,70.52294414828981,11.322094746318374,8.900660553753193,5.59910980603835,1.0509897246744264e-05,7.718541107479668e-11,6.4093191982056415e-09,3.105066987007947e-09,9.927146714405693e-10,2.004297733919553e-09,3.2864172497724532e-09,2.1119322684843468e-08,1.352761140668633e-08,6.937159804488373e-10,1.0835392244235088e-09,6.388059225911985e-09,1.4943530608699517e-09,8.11578040132546e-10,2.740191479017159e-09,3.2919821308034323e-07,5.693619431137297e-08,5.188453533571577e-10,2.415388934888741e-09,2.7793823194035597e-09,1.0478449396877862e-08,1.9344723555010113e-08,4.2347913890309756e-14,2.188856103474332e-09,0.009841521873063055,1.6884912907605875e-08,290.0446767579954
d3e23d,5.916666666666667,27702.37713178294,8.513520996645024,32.768078703569294,5.697001232198327,6.576895479493465,9.410004591591223,0.0028975727365614353,9.763859766161242e-11,8.138435106860177e-09,3.825665993174216e-09,4.5614965814087876e-11,8.231459351848666e-11,4.4195017713406966e-11,6.468513492987428e-09,4.696716444577951e-09,1.9833788046546603e-10,3.7510222957057165e-10,2.628978381357856e-09,8.688911848312799e-10,7.192262870200516e-10,4.4002266657512576e-09,1.8528490841756402e-07,4.538822759136217e-08,4.977051055598153e-10,1.8699198657343753e-09,1.0274291652642395e-09,5.171409567120686e-09,1.4772389641517806e-08,3.786637533932971e-14,1.2795663081883234e-09,0.009506077894024354,9.47624152521297e-09,290.2163525525936
d41093,9.749999999999924,26670.010317460317,27.67137218712526,80.014266115041,23.651089765772966,5.194501759507024,4.465728135724875,0.0,7.470832993547146e-11,5.872635889008749e-09,9.322370370054953e-10,2.978766740149011e-10,4.910021851719756e-10,1.7054489610090329e-10,2.5774410266630333e-08,1.6697059323564226e-08,4.0582140537766477e-10,4.759182125915406e-10,9.765552065770463e-09,1.5867241333489152e-09,2.4400283820858684e-09,9.983263324380113e-09,3.2804153815537013e-07,6.380517743502821e-08,1.871281578330249e-09,6.129704888641739e-09,2.505183600400762e-09,7.7144992779499e-10,1.2935596089280783e-08,5.094170079117953e-14,4.262685990823175e-09,0.01761366563631597,1.49765398581302e-08,299.85116309775003
d43cb8,7.083333333333409,28889.527579365084,15.217043505744883,72.40694076597723,9.708365395982048,10.315177549930487,5.8599344769917545,0.0,8.308156846294096e-11,6.979221446936257e-09,3.3251659684741967e-09,9.30266645012089e-10,1.7682874898667264e-09,2.2755494902739867e-09,5.263287024430038e-09,2.5474176053709143e-09,1.5484533333976077e-10,1.13811934801816e-10,2.3721994493273077e-09,7.100247625460883e-10,8.700753452693983e-10,1.4715461511616316e-09,1.513674822213023e-07,5.5604278474821685e-08,5.987610793476422e-10,1.4200095130161057e-09,1.060182342323804e-09,1.6785002226727822e-09,9.378832059932265e-09,3.060077361779209e-14,1.2736616387789654e-09,0.008100053866935068,4.003781775539522e-09,288.3738497653446
d48b35,1.9166666666667425,32207.369971264365,14.4151148787534,79.07772532322142,10.537621529115812,9.091695200205448,5.94232419666557,0.0,2.1515520770381008e-10,1.8180748827947596e-08,8.45196609699608e-09,8.240430198257252e-11,1.5098461082794784e-10,1.5495953244558867e-10,3.45118428243805e-09,2.179696051423086e-09,1.1282007869745068e-10,1.8400319242533295e-10,1.4152415933291336e-09,4.629228729049004e-10,2.119574637782137e-10,2.083447976650579e-09,8.851871588189079e-08,3.952878145329848e-08,2.340753531470442e-10,6.547319136077808e-10,2.0317268760978766e-10,1.4297406338265549e-09,3.354535335864008e-09,1.8065231342280053e-14,4.461657687485298e-10,0.008024450036967213,2.818512921304072e-09,287.30878433394673
d49bfb,5.916666666666591,31088.98003663004,16.795426567244945,73.85407089128002,11.579760289089238,7.259567222442048,6.025631238764631,0.0,1.0554712386238113e-10,8.866628574578966e-09,4.153080133912072e-09,7.385040639636726e-10,1.38867456054666e-09,1.553014825843822e-09,4.148559937842362e-09,1.911906359644322e-09,1.5071759632614266e-10,1.2662857393671047e-10,1.5089015123255971e-09,4.939326179604211e-10,3.030197083307533e-10,2.1236006629318482e-09,1.3714810689938082e-07,5.9431146007114096e-08,5.502432129824376e-10,1.0636166894786885e-09,1.2873286314160782e-09,8.692820046261233e-10,7.066143688801731e-09,3.51422732860293e-14,1.1404590632288461e-09,0.009101270437267562,2.260401471247455e-09,289.79093823006923
d4ccfa,5.0833333333332575,32007.534833333335,28.006800342461982,41.33744586094488,10.808380730479008,6.39874391225138,5.863203287663757,0.0,3.356798517680933e-11,2.6491597154235724e-09,7.500701537963623e-10,9.626166293404186e-09,1.9993351683382604e-08,4.028737292646442e-08,8.671444939891399e-09,4.157984367012159e-09,2.3487654850450187e-10,1.7497733406471502e-10,7.696454182982816e-09,8.451020513147723e-10,3.855220664459908e-09,8.071063831445969e-10,1.7858432074196076e-07,7.597612262128876e-08,1.340118004819806e-09,4.840286511587675e-09,5.341322101177266e-09,1.6916265333897185e-09,1.595889859107248e-08,9.075967951385998e-14,2.4188489457844145e-09,0.010311410561199458,2.536450749226163e-08,300.18209667319786
d4d142,4.0,36809.09101307189,24.19320179254826,70.50531139091623,18.166237200716886,8.35452970929888,5.984148867018673,0.0,8.792585714385134e-11,7.2166104085373204e-09,3.776429803744945e-09,3.962636759946182e-10,7.13087819878954e-10,4.828327994785123e-10,5.0386773712090385e-08,3.955930155825982e-08,1.5886393639820053e-09,3.704723306929374e-09,1.610919306854683e-08,3.5946463367663996e-09,1.5713802740141412e-09,2.6817924317660926e-09,6.954060494801229e-07,4.245437325451659e-08,9.126594139456768e-10,3.3542998087297393e-09,6.852888216814204e-09,2.9191250100218487e-08,4.3132276291368224e-08,4.330110232601524e-14,2.842193859699125e-09,0.014577996902781009,4.665358980221e-08,296.0401080675781
d51841,5.833333333333333,26924.963958333334,16.091333144810346,75.64842440450137,11.190961841718908,7.670029691273557,5.97846747634524,0.0,1.581048494779099e-10,1.3287791717207058e-08,6.099100861416206e-09,7.050194313335706e-10,1.284761370313775e-09,1.336218608709614e-09,4.168705754674599e-09,2.183472652238906e-09,1.4982270315564233e-10,1.5091511654973643e-10,1.5013537343020471e-09,5.175346819268652e-10,2.7264114162689595e-10,1.7797363292556515e-09,1.3600587849193245e-07,5.362863985852377e-08,4.57002502830287e-10,9.965327989159752e-10,1.1430043845623994e-09,1.347478149204365e-09,8.627071276666227e-09,3.298431826546604e-14,9.181263041847769e-10,0.008833457439229808,3.699048792683457e-09,289.10929149725905
d6765d,3.750000000000076,27304.47156862745,27.655546105525833,37.82922820499437,8.616441389134373,5.962841153188152,5.742675922170742,0.0,2.7054721141888156e-11,2.1090994909210736e-09,5.52343019349006e-10,1.1541778703154492e-08,2.4742051991660296e-08,5.345866320444233e-08,1.1754956038479978e-08,6.374405485235189e-09,2.5951060908982633e-10,2.3205985338819484e-10,7.465813249398565e-09,1.086045587442574e-09,3.3570224972161845e-09,1.7492586470221301e-09,2.193136495439275e-07,7.350257708350026e-08,1.3491947558065757e-09,3.6256042471298757e-09,5.129841623955521e-09,2.785015187368267e-09,1.7344734930316673e-08,8.698955090866879e-14,2.142180402012703e-09,0.008453081425064533,2.6053179853933664e-08,299.9184692988837
d6880f,2.0,28372.918958333332,26.189532192882336,76.67969384162384,21.398566864243783,5.687867321667847,5.52625767854153,0.0,7.532683430516436e-11,6.0527288144052305e-09,2.0045354136952973e-09,4.2943189893464433e-10,7.378951251555317e-10,3.9795078040997167e-10,3.2979039659489e-08,2.4015616749624156e-08,7.654889922126425e-10,1.416338431936401e-09,4.637744138812103e-09,1.967851661597921e-09,1.1031004044605927e-09,1.453913316526064e-08,4.645289507506066e-07,4.959109037512433e-08,1.1343058129846115e-09,4.125766624136844e-09,1.358586057611524e-09,3.6256647254886734e-09,1.3100668533551085e-08,3.850132088058921e-14,2.705276652309438e-09,0.015778965102032347,7.818488926519056e-09,297.8774122251557
d6d769,9.333333333333409,26893.78888888889,12.640548992290348,75.94935651501767,7.957248097296737,4.978195087446373,5.842814437739457,0.0,5.143984863001908e-11,4.328243765540581e-09,1.5774151282762486e-09,4.763016844469073e-10,8.872970067835912e-10,8.864233451187245e-10,6.128919002538397e-09,3.6860627034838337e-09,1.6521871158436018e-10,1.3626687029225186e-10,8.57177725050388e-10,6.232722937838368e-10,3.5871309645001383e-10,4.136854853652602e-09,1.7521334464420146e-07,4.7791844772905625e-08,3.0910060034328397e-10,1.2339143370600961e-09,5.34622015796113e-10,1.1110290423203728e-09,9.103808471224517e-09,2.203508694724396e-14,1.3500541213461933e-09,0.006778925924393788,1.0981879953479713e-09,284.06732543064714
d6f7e7,5.2499999999999245,30485.733514492753,27.95623192507676,40.19815189247638,9.970213076285042,6.517140291435899,5.867205355703014,0.0,3.146427096470186e-11,2.4772919299124086e-09,7.218131183433464e-10,1.0201087463452033e-08,2.1417531653609893e-08,4.3939812314366234e-08,8.228558483488641e-09,3.838595854654028e-09,2.2054593811448203e-10,1.5821555218703628e-10,7.500888896950445e-09,8.267209490386814e-10,3.5678049214544247e-09,8.642423919657124e-10,1.73928903149248e-07,7.680283222955976e-08,1.3461784477115551e-09,3.921644800069653e-09,5.19617522265339e-09,1.6778039358802291e-09,1.4760708980405983e-08,8.884991366362085e-14,2.1239298792131225e-09,0.009769447092395786,2.4242040559807194e-08,300.248996434731
d76df6,10.333333333333258,29314.860897435898,11.435734372354391,63.912246422736445,3.245003833679614,7.348759634204163,5.287050372539365,0.0,1.4507751025750298e-11,1.1937852531607125e-09,3.0082083903048877e-10,2.2030538578758717e-09,4.369705802916671e-09,6.703865306726666e-09,5.129100017300439e-09,2.3738481670823135e-09,1.6583499535875591e-10,1.0462054821593147e-10,1.7668335042595898e-09,6.657848634237394e-10,7.758994076837526e-10,2.2709657271349763e-09,1.5216674330532068e-07,5.487971428894759e-08,5.112948698975484e-10,1.2236711374502235e-09,7.374409783035905e-10,1.1374565232241628e-09,6.905203566382043e-09,2.952455682031134e-14,1.2584089128835654e-09,0.00599150181230628,4.81276577600462e-09,283.76315840090064
d8b2c2,1.749999999999924,33817.17789115646,23.23464279463658,79.38246015269497,19.215354710914003,9.543451516775423,5.73957278371057,0.0,1.616781247880717e-10,1.347918688863714e-08,9.030468121193108e-09,3.9437241402503034e-10,7.308207431119716e-10,5.639755188061705e-10,1.4480445532949902e-08,1.0002975838261399e-08,4.836336431476248e-10,8.737185355803623e-10,6.26969851129623e-09,1.6098649997369127e-09,9.512760769599826e-10,2.979438037813465e-09,2.4446655163975403e-07,7.121442263263955e-08,9.487581038609432e-10,3.25981252409864e-09,3.995584636447612e-09,2.7335582068775577e-09,1.7480705773359257e-08,5.72480233146483e-14,3.421239540706603e-09,0.013972320903171062,1.4884531559274057e-08,294.60675146144575
d91e6b,5.833333333333409,31837.137708333332,25.969769583303833,77.63100538712365,21.39074524902097,5.497709551958577,5.373689094884786,0.0,5.932726486917341e-11,4.745457819737819e-09,1.4197647835302373e-09,4.4878059117403235e-10,7.58423055791399e-10,3.5967956761801637e-10,4.1527086665899874e-08,3.08279254198238e-08,9.430712751282272e-10,1.8055005902684964e-09,5.279143112157836e-09,2.415103703354733e-09,1.2007438325731217e-09,1.4782116904252144e-08,5.746151432241666e-07,4.87623649745449e-08,1.0875577737420808e-09,4.43895581321992e-09,1.7453496442141622e-09,4.7995325432458725e-09,1.572415072035386e-08,4.0914884959872725e-14,3.085803979906474e-09,0.015665581417091744,8.6287135610902e-09,297.74184799380305
d92c60,6.8333333333332575,25550.222713864307,7.3817981323854145,26.54680346663548,5.0966002330226425,7.087438888651094,9.34770571036298,0.006219242606317274,6.47850534306558e-11,5.2884745664814065e-09,2.044441997830136e-09,5.793196441751075e-10,1.029533415479339e-09,4.1762198713917856e-10,6.4933180117324075e-09,3.6526960735763452e-09,1.9252731472886112e-10,2.0101788277169882e-10,1.8474175723715797e-09,6.02354621787927e-10,3.664457058732865e-10,5.2806993280685174e-09,1.524905962481394e-07,5.441940250395766e-08,7.353565857493062e-10,1.9745056888772236e-09,1.1145859210999023e-09,1.1847840923744448e-09,1.0190464632019066e-08,4.060984709518883e-14,1.5816268376711785e-09,0.010916692442886365,4.7810934907713055e-09,292.03990070460856
d973e4,3.8333333333333335,30395.52393162393,20.341237634674613,58.101236376307135,10.785002380511779,5.756068170332945,8.541541182826856,0.001622443028309043,3.590258746836899e-11,2.897585518068598e-09,7.999306256096418e-10,1.2978641834045258e-09,2.610808954686635e-09,4.24766699288225e-09,1.1545893630208423e-08,8.358559754463028e-09,2.195263489399685e-10,3.4309676430771093e-10,1.805536273817648e-08,9.688221637142966e-10,1.2279181659115649e-09,1.5621419751227637e-08,2.2351827328168977e-07,4.836343138168048e-08,8.441279412023719e-10,3.0336931072508906e-09,7.588650472780666e-10,4.798289801131591e-09,9.793912157562468e-09,3.8284272525077787e-14,1.8078780068242218e-09,0.009857778461543249,7.965741818406318e-08,293.1127490741305
